"TIME","PARTNER","UNIT","NACE_R2","GEO","Value","Flag and Footnotes"
"2017","Slovenia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","551,574",""
"2017","United Kingdom","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","3,808,612",""
"2017","United Kingdom","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","364,588",""
"2017","United Kingdom","Number","Hotels and similar accommodation","Croatia","2,077,682",""
"2017","United Kingdom","Number","Hotels and similar accommodation","Slovenia","226,486",""
"2017","United Kingdom","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","202,936",""
"2017","United Kingdom","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","29,892",""
"2017","America","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,915,524",""
"2017","America","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","319,780",""
"2017","America","Number","Hotels and similar accommodation","Croatia","913,038",""
"2017","America","Number","Hotels and similar accommodation","Slovenia","231,863",""
"2017","America","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","42,183",""
"2017","America","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","5,264",""
"2017","Asia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,814,843",""
"2017","Asia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","699,656",""
"2017","Asia","Number","Hotels and similar accommodation","Croatia","1,296,479",""
"2017","Asia","Number","Hotels and similar accommodation","Slovenia","572,068",""
"2017","Asia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","26,480",""
"2017","Asia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","4,749",""
"2017","All countries of the world","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","86,094,847",""
"2017","All countries of the world","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia","12,460,084",""
"2017","All countries of the world","Number","Hotels and similar accommodation","Croatia","24,536,542",""
"2017","All countries of the world","Number","Hotels and similar accommodation","Slovenia","7,751,074",""
"2017","All countries of the world","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","19,081,574",""
"2017","All countries of the world","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia","1,689,050",""
"2018","Europe","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","84,516,442",""
"2018","Europe","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Europe","Number","Hotels and similar accommodation","Croatia","22,613,309",""
"2018","Europe","Number","Hotels and similar accommodation","Slovenia",":",""
"2018","Europe","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","19,175,717",""
"2018","Europe","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","19,977,645",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Hotels and similar accommodation","Croatia","3,948,870",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Hotels and similar accommodation","Slovenia",":",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","6,674,036",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Spain","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","607,206",""
"2018","Spain","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Spain","Number","Hotels and similar accommodation","Croatia","263,438",""
"2018","Spain","Number","Hotels and similar accommodation","Slovenia",":",""
"2018","Spain","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","29,186",""
"2018","Spain","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","France","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","2,086,646",""
"2018","France","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","France","Number","Hotels and similar accommodation","Croatia","768,586",""
"2018","France","Number","Hotels and similar accommodation","Slovenia",":",""
"2018","France","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","240,406",""
"2018","France","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Croatia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","6,427,780",""
"2018","Croatia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Croatia","Number","Hotels and similar accommodation","Croatia","2,544,491",""
"2018","Croatia","Number","Hotels and similar accommodation","Slovenia",":",""
"2018","Croatia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","460,237",""
"2018","Croatia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Italy","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","5,022,468",""
"2018","Italy","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Italy","Number","Hotels and similar accommodation","Croatia","1,150,991",""
"2018","Italy","Number","Hotels and similar accommodation","Slovenia",":",""
"2018","Italy","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","1,288,320",""
"2018","Italy","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Austria","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","7,061,805",""
"2018","Austria","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Austria","Number","Hotels and similar accommodation","Croatia","2,891,325",""
"2018","Austria","Number","Hotels and similar accommodation","Slovenia",":",""
"2018","Austria","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","1,863,162",""
"2018","Austria","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Slovenia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","7,274,580",""
"2018","Slovenia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Slovenia","Number","Hotels and similar accommodation","Croatia","1,317,359",""
"2018","Slovenia","Number","Hotels and similar accommodation","Slovenia",":",""
"2018","Slovenia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","2,972,334",""
"2018","Slovenia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","United Kingdom","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","4,176,915",""
"2018","United Kingdom","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","United Kingdom","Number","Hotels and similar accommodation","Croatia","2,234,733",""
"2018","United Kingdom","Number","Hotels and similar accommodation","Slovenia",":",""
"2018","United Kingdom","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","214,693",""
"2018","United Kingdom","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","America","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","2,279,504",""
"2018","America","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","America","Number","Hotels and similar accommodation","Croatia","1,063,134",""
"2018","America","Number","Hotels and similar accommodation","Slovenia",":",""
"2018","America","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","45,725",""
"2018","America","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Asia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","1,993,688",""
"2018","Asia","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","Asia","Number","Hotels and similar accommodation","Croatia","1,391,887",""
"2018","Asia","Number","Hotels and similar accommodation","Slovenia",":",""
"2018","Asia","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","26,635",""
"2018","Asia","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","All countries of the world","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Croatia","89,567,653",""
"2018","All countries of the world","Number","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
"2018","All countries of the world","Number","Hotels and similar accommodation","Croatia","25,339,346",""
"2018","All countries of the world","Number","Hotels and similar accommodation","Slovenia",":",""
"2018","All countries of the world","Number","Camping grounds, recreational vehicle parks and trailer parks","Croatia","19,275,307",""
"2018","All countries of the world","Number","Camping grounds, recreational vehicle parks and trailer parks","Slovenia",":",""
