"TIME","PARTNER","UNIT","PURPOSE","DURATION","GEO","Value","Flag and Footnotes"
"2016","Croatia","Number","Personal reasons","4 nights or over","Croatia","1,227,558",""
"2016","Croatia","Number","Personal reasons","4 nights or over","Slovenia","854,393",""
"2016","Croatia","Number","Professional, business","1 night or over","Croatia","380,134",""
"2016","Croatia","Number","Professional, business","1 night or over","Slovenia","48,363","u"
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Croatia","268,849",""
"2016","Croatia","Number","Professional, business","From 1 to 3 nights","Slovenia","39,722","u"
"2016","Croatia","Number","Professional, business","4 nights or over","Croatia","111,286",""
"2016","Croatia","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2016","Italy","Number","Total","1 night or over","Croatia","203,438",""
"2016","Italy","Number","Total","1 night or over","Slovenia","151,689",""
"2016","Italy","Number","Total","From 1 to 3 nights","Croatia","117,818",""
"2016","Italy","Number","Total","From 1 to 3 nights","Slovenia","74,111",""
"2016","Italy","Number","Total","4 nights or over","Croatia","85,619",""
"2016","Italy","Number","Total","4 nights or over","Slovenia","77,578",""
"2016","Italy","Number","Personal reasons","1 night or over","Croatia","165,828",""
"2016","Italy","Number","Personal reasons","1 night or over","Slovenia","117,292",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Croatia","90,442",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Slovenia","51,774",""
"2016","Italy","Number","Personal reasons","4 nights or over","Croatia","75,386",""
"2016","Italy","Number","Personal reasons","4 nights or over","Slovenia","65,519",""
"2016","Italy","Number","Professional, business","1 night or over","Croatia","37,609","u"
"2016","Italy","Number","Professional, business","1 night or over","Slovenia","34,396","u"
"2016","Italy","Number","Professional, business","From 1 to 3 nights","Croatia",":","u"
"2016","Italy","Number","Professional, business","From 1 to 3 nights","Slovenia","22,337","u"
"2016","Italy","Number","Professional, business","4 nights or over","Croatia",":","u"
"2016","Italy","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2016","Slovenia","Number","Total","1 night or over","Croatia","143,642",""
"2016","Slovenia","Number","Total","1 night or over","Slovenia","1,719,761",""
"2016","Slovenia","Number","Total","From 1 to 3 nights","Croatia","101,913",""
"2016","Slovenia","Number","Total","From 1 to 3 nights","Slovenia","1,339,702",""
"2016","Slovenia","Number","Total","4 nights or over","Croatia","41,729","u"
"2016","Slovenia","Number","Total","4 nights or over","Slovenia","380,058",""
"2016","Slovenia","Number","Personal reasons","1 night or over","Croatia","110,638",""
"2016","Slovenia","Number","Personal reasons","1 night or over","Slovenia","1,619,148",""
"2016","Slovenia","Number","Personal reasons","From 1 to 3 nights","Croatia","84,462",""
"2016","Slovenia","Number","Personal reasons","From 1 to 3 nights","Slovenia","1,254,837",""
"2016","Slovenia","Number","Personal reasons","4 nights or over","Croatia","26,176","u"
"2016","Slovenia","Number","Personal reasons","4 nights or over","Slovenia","364,311",""
"2016","Slovenia","Number","Professional, business","1 night or over","Croatia",":","u"
"2016","Slovenia","Number","Professional, business","1 night or over","Slovenia","100,613",""
"2016","Slovenia","Number","Professional, business","From 1 to 3 nights","Croatia",":","u"
"2016","Slovenia","Number","Professional, business","From 1 to 3 nights","Slovenia","84,865",""
"2016","Slovenia","Number","Professional, business","4 nights or over","Croatia",":","u"
"2016","Slovenia","Number","Professional, business","4 nights or over","Slovenia",":","u"
"2016","All countries of the world","Number","Total","1 night or over","Croatia","4,541,268",""
"2016","All countries of the world","Number","Total","1 night or over","Slovenia","4,573,012",""
"2016","All countries of the world","Number","Total","From 1 to 3 nights","Croatia","2,514,237",""
"2016","All countries of the world","Number","Total","From 1 to 3 nights","Slovenia","2,672,641",""
"2016","All countries of the world","Number","Total","4 nights or over","Croatia","2,027,032",""
"2016","All countries of the world","Number","Total","4 nights or over","Slovenia","1,900,372",""
"2016","All countries of the world","Number","Personal reasons","1 night or over","Croatia","3,757,674",""
"2016","All countries of the world","Number","Personal reasons","1 night or over","Slovenia","4,055,686",""
"2016","All countries of the world","Number","Personal reasons","From 1 to 3 nights","Croatia","1,959,133",""
"2016","All countries of the world","Number","Personal reasons","From 1 to 3 nights","Slovenia","2,322,693",""
"2016","All countries of the world","Number","Personal reasons","4 nights or over","Croatia","1,798,542",""
"2016","All countries of the world","Number","Personal reasons","4 nights or over","Slovenia","1,732,994",""
"2016","All countries of the world","Number","Professional, business","1 night or over","Croatia","783,594",""
"2016","All countries of the world","Number","Professional, business","1 night or over","Slovenia","517,326",""
"2016","All countries of the world","Number","Professional, business","From 1 to 3 nights","Croatia","555,104",""
"2016","All countries of the world","Number","Professional, business","From 1 to 3 nights","Slovenia","349,948",""
"2016","All countries of the world","Number","Professional, business","4 nights or over","Croatia","228,490",""
"2016","All countries of the world","Number","Professional, business","4 nights or over","Slovenia","167,378",""
"2017","Europe","Number","Total","1 night or over","Croatia","4,834,061",""
"2017","Europe","Number","Total","1 night or over","Slovenia","4,749,432",""
"2017","Europe","Number","Total","From 1 to 3 nights","Croatia","2,460,487",""
"2017","Europe","Number","Total","From 1 to 3 nights","Slovenia","3,104,025",""
"2017","Europe","Number","Total","4 nights or over","Croatia","2,373,574",""
"2017","Europe","Number","Total","4 nights or over","Slovenia","1,645,407",""
"2017","Europe","Number","Personal reasons","1 night or over","Croatia","4,018,072",""
"2017","Europe","Number","Personal reasons","1 night or over","Slovenia","4,226,487",""
"2017","Europe","Number","Personal reasons","From 1 to 3 nights","Croatia","1,986,484",""
"2017","Europe","Number","Personal reasons","From 1 to 3 nights","Slovenia","2,693,797",""
"2017","Europe","Number","Personal reasons","4 nights or over","Croatia","2,031,588",""
"2017","Europe","Number","Personal reasons","4 nights or over","Slovenia","1,532,690",""
"2017","Europe","Number","Professional, business","1 night or over","Croatia","815,989",""
"2017","Europe","Number","Professional, business","1 night or over","Slovenia","522,945",""
"2017","Europe","Number","Professional, business","From 1 to 3 nights","Croatia","474,003",""
"2017","Europe","Number","Professional, business","From 1 to 3 nights","Slovenia","410,228",""
"2017","Europe","Number","Professional, business","4 nights or over","Croatia","341,985",""
"2017","Europe","Number","Professional, business","4 nights or over","Slovenia","112,717",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Croatia","210,815",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Slovenia","168,340",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Croatia","59,861","u"
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Slovenia","114,530",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Croatia","150,955",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Slovenia","53,811","u"
"2017","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Croatia","163,318",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Slovenia","68,425","u"
"2017","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Croatia","41,622","u"
"2017","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Slovenia","36,865","u"
"2017","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Croatia","121,696",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Slovenia",":","c"
"2017","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Croatia","47,497","u"
"2017","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Slovenia","99,915",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Croatia",":","u"
"2017","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Slovenia","77,665",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Croatia",":","u"
"2017","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Slovenia",":","c"
"2017","Croatia","Number","Total","1 night or over","Croatia","2,976,420",""
"2017","Croatia","Number","Total","1 night or over","Slovenia","1,680,257",""
"2017","Croatia","Number","Total","From 1 to 3 nights","Croatia","1,467,251",""
"2017","Croatia","Number","Total","From 1 to 3 nights","Slovenia","862,777",""
"2017","Croatia","Number","Total","4 nights or over","Croatia","1,509,169",""
"2017","Croatia","Number","Total","4 nights or over","Slovenia","817,480",""
"2017","Croatia","Number","Personal reasons","1 night or over","Croatia","2,552,192",""
"2017","Croatia","Number","Personal reasons","1 night or over","Slovenia","1,637,102",""
"2017","Croatia","Number","Personal reasons","From 1 to 3 nights","Croatia","1,232,553",""
"2017","Croatia","Number","Personal reasons","From 1 to 3 nights","Slovenia","831,935",""
"2017","Croatia","Number","Personal reasons","4 nights or over","Croatia","1,319,639",""
"2017","Croatia","Number","Personal reasons","4 nights or over","Slovenia","805,167",""
"2017","Croatia","Number","Professional, business","1 night or over","Croatia","424,228",""
"2017","Croatia","Number","Professional, business","1 night or over","Slovenia","43,155","u"
"2017","Croatia","Number","Professional, business","From 1 to 3 nights","Croatia","234,698",""
"2017","Croatia","Number","Professional, business","From 1 to 3 nights","Slovenia",":","c"
"2017","Croatia","Number","Professional, business","4 nights or over","Croatia","189,530",""
"2017","Croatia","Number","Professional, business","4 nights or over","Slovenia",":","c"
"2017","Italy","Number","Total","1 night or over","Croatia","209,620",""
"2017","Italy","Number","Total","1 night or over","Slovenia","207,630",""
"2017","Italy","Number","Total","From 1 to 3 nights","Croatia","144,584",""
"2017","Italy","Number","Total","From 1 to 3 nights","Slovenia","110,222",""
"2017","Italy","Number","Total","4 nights or over","Croatia","65,037",""
"2017","Italy","Number","Total","4 nights or over","Slovenia","97,408",""
"2017","Italy","Number","Personal reasons","1 night or over","Croatia","174,633",""
"2017","Italy","Number","Personal reasons","1 night or over","Slovenia","170,954",""
"2017","Italy","Number","Personal reasons","From 1 to 3 nights","Croatia","118,780",""
"2017","Italy","Number","Personal reasons","From 1 to 3 nights","Slovenia","83,531",""
"2017","Italy","Number","Personal reasons","4 nights or over","Croatia","55,853",""
"2017","Italy","Number","Personal reasons","4 nights or over","Slovenia","87,424",""
"2017","Italy","Number","Professional, business","1 night or over","Croatia","34,987","u"
"2017","Italy","Number","Professional, business","1 night or over","Slovenia","36,676","u"
"2017","Italy","Number","Professional, business","From 1 to 3 nights","Croatia",":","u"
"2017","Italy","Number","Professional, business","From 1 to 3 nights","Slovenia",":","c"
"2017","Italy","Number","Professional, business","4 nights or over","Croatia",":","u"
"2017","Italy","Number","Professional, business","4 nights or over","Slovenia",":","c"
"2017","Slovenia","Number","Total","1 night or over","Croatia","165,612",""
"2017","Slovenia","Number","Total","1 night or over","Slovenia","1,812,820",""
"2017","Slovenia","Number","Total","From 1 to 3 nights","Croatia","132,611",""
"2017","Slovenia","Number","Total","From 1 to 3 nights","Slovenia","1,501,042",""
"2017","Slovenia","Number","Total","4 nights or over","Croatia","33,001","u"
"2017","Slovenia","Number","Total","4 nights or over","Slovenia","311,778",""
"2017","Slovenia","Number","Personal reasons","1 night or over","Croatia","144,268",""
"2017","Slovenia","Number","Personal reasons","1 night or over","Slovenia","1,720,582",""
"2017","Slovenia","Number","Personal reasons","From 1 to 3 nights","Croatia","114,082",""
"2017","Slovenia","Number","Personal reasons","From 1 to 3 nights","Slovenia","1,416,660",""
"2017","Slovenia","Number","Personal reasons","4 nights or over","Croatia","30,186","u"
"2017","Slovenia","Number","Personal reasons","4 nights or over","Slovenia","303,922",""
"2017","Slovenia","Number","Professional, business","1 night or over","Croatia",":","u"
"2017","Slovenia","Number","Professional, business","1 night or over","Slovenia","92,238",""
"2017","Slovenia","Number","Professional, business","From 1 to 3 nights","Croatia",":","u"
"2017","Slovenia","Number","Professional, business","From 1 to 3 nights","Slovenia","84,381",""
"2017","Slovenia","Number","Professional, business","4 nights or over","Croatia",":","u"
"2017","Slovenia","Number","Professional, business","4 nights or over","Slovenia",":","c"
"2017","All countries of the world","Number","Total","1 night or over","Croatia","4,899,777",""
"2017","All countries of the world","Number","Total","1 night or over","Slovenia","4,825,399",""
"2017","All countries of the world","Number","Total","From 1 to 3 nights","Croatia","2,465,590",""
"2017","All countries of the world","Number","Total","From 1 to 3 nights","Slovenia","3,105,339",""
"2017","All countries of the world","Number","Total","4 nights or over","Croatia","2,434,187",""
"2017","All countries of the world","Number","Total","4 nights or over","Slovenia","1,720,060",""
"2017","All countries of the world","Number","Personal reasons","1 night or over","Croatia","4,057,749",""
"2017","All countries of the world","Number","Personal reasons","1 night or over","Slovenia","4,288,161",""
"2017","All countries of the world","Number","Personal reasons","From 1 to 3 nights","Croatia","1,991,587",""
"2017","All countries of the world","Number","Personal reasons","From 1 to 3 nights","Slovenia","2,693,797",""
"2017","All countries of the world","Number","Personal reasons","4 nights or over","Croatia","2,066,163",""
"2017","All countries of the world","Number","Personal reasons","4 nights or over","Slovenia","1,594,365",""
"2017","All countries of the world","Number","Professional, business","1 night or over","Croatia","842,028",""
"2017","All countries of the world","Number","Professional, business","1 night or over","Slovenia","537,237",""
"2017","All countries of the world","Number","Professional, business","From 1 to 3 nights","Croatia","474,003",""
"2017","All countries of the world","Number","Professional, business","From 1 to 3 nights","Slovenia","411,543",""
"2017","All countries of the world","Number","Professional, business","4 nights or over","Croatia","368,025",""
"2017","All countries of the world","Number","Professional, business","4 nights or over","Slovenia","125,695",""
"2018","Europe","Number","Total","1 night or over","Croatia","5,168,188",""
"2018","Europe","Number","Total","1 night or over","Slovenia","5,093,047",""
"2018","Europe","Number","Total","From 1 to 3 nights","Croatia","2,748,937",""
"2018","Europe","Number","Total","From 1 to 3 nights","Slovenia","3,201,663",""
"2018","Europe","Number","Total","4 nights or over","Croatia","2,419,252",""
"2018","Europe","Number","Total","4 nights or over","Slovenia","1,891,384",""
"2018","Europe","Number","Personal reasons","1 night or over","Croatia","4,277,954",""
"2018","Europe","Number","Personal reasons","1 night or over","Slovenia","4,489,535",""
"2018","Europe","Number","Personal reasons","From 1 to 3 nights","Croatia","2,186,824",""
"2018","Europe","Number","Personal reasons","From 1 to 3 nights","Slovenia","2,752,937",""
"2018","Europe","Number","Personal reasons","4 nights or over","Croatia","2,091,130",""
"2018","Europe","Number","Personal reasons","4 nights or over","Slovenia","1,736,599",""
"2018","Europe","Number","Professional, business","1 night or over","Croatia","890,234",""
"2018","Europe","Number","Professional, business","1 night or over","Slovenia","603,512",""
"2018","Europe","Number","Professional, business","From 1 to 3 nights","Croatia","562,113",""
"2018","Europe","Number","Professional, business","From 1 to 3 nights","Slovenia","448,727",""
"2018","Europe","Number","Professional, business","4 nights or over","Croatia","328,122",""
"2018","Europe","Number","Professional, business","4 nights or over","Slovenia","154,785",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Croatia","326,040",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","1 night or over","Slovenia","191,351",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Croatia","113,592",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","From 1 to 3 nights","Slovenia","123,416",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Croatia","212,448",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Total","4 nights or over","Slovenia","67,935","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Croatia","207,510",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Slovenia","79,850",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Croatia","61,231","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","From 1 to 3 nights","Slovenia","42,855","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Croatia","146,279",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","4 nights or over","Slovenia","36,995","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Croatia","118,530",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Slovenia","111,501",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Croatia","52,361","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","From 1 to 3 nights","Slovenia","80,561",""
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Croatia","66,169","u"
"2018","Germany (until 1990 former territory of the FRG)","Number","Professional, business","4 nights or over","Slovenia",":","c"
"2018","Croatia","Number","Total","1 night or over","Croatia","3,197,253",""
"2018","Croatia","Number","Total","1 night or over","Slovenia","1,731,687",""
"2018","Croatia","Number","Total","From 1 to 3 nights","Croatia","1,676,546",""
"2018","Croatia","Number","Total","From 1 to 3 nights","Slovenia","807,683",""
"2018","Croatia","Number","Total","4 nights or over","Croatia","1,520,707",""
"2018","Croatia","Number","Total","4 nights or over","Slovenia","924,005",""
"2018","Croatia","Number","Personal reasons","1 night or over","Croatia","2,773,051",""
"2018","Croatia","Number","Personal reasons","1 night or over","Slovenia","1,649,819",""
"2018","Croatia","Number","Personal reasons","From 1 to 3 nights","Croatia","1,381,835",""
"2018","Croatia","Number","Personal reasons","From 1 to 3 nights","Slovenia","738,619",""
"2018","Croatia","Number","Personal reasons","4 nights or over","Croatia","1,391,216",""
"2018","Croatia","Number","Personal reasons","4 nights or over","Slovenia","911,200",""
"2018","Croatia","Number","Professional, business","1 night or over","Croatia","424,201",""
"2018","Croatia","Number","Professional, business","1 night or over","Slovenia","81,868",""
"2018","Croatia","Number","Professional, business","From 1 to 3 nights","Croatia","294,710",""
"2018","Croatia","Number","Professional, business","From 1 to 3 nights","Slovenia","69,063","u"
"2018","Croatia","Number","Professional, business","4 nights or over","Croatia","129,491",""
"2018","Croatia","Number","Professional, business","4 nights or over","Slovenia",":","c"
"2018","Italy","Number","Total","1 night or over","Croatia","212,650",""
"2018","Italy","Number","Total","1 night or over","Slovenia","236,103",""
"2018","Italy","Number","Total","From 1 to 3 nights","Croatia","108,731",""
"2018","Italy","Number","Total","From 1 to 3 nights","Slovenia","134,797",""
"2018","Italy","Number","Total","4 nights or over","Croatia","103,919",""
"2018","Italy","Number","Total","4 nights or over","Slovenia","101,306",""
"2018","Italy","Number","Personal reasons","1 night or over","Croatia","143,483",""
"2018","Italy","Number","Personal reasons","1 night or over","Slovenia","175,842",""
"2018","Italy","Number","Personal reasons","From 1 to 3 nights","Croatia","75,325",""
"2018","Italy","Number","Personal reasons","From 1 to 3 nights","Slovenia","85,285",""
"2018","Italy","Number","Personal reasons","4 nights or over","Croatia","68,157",""
"2018","Italy","Number","Personal reasons","4 nights or over","Slovenia","90,558",""
"2018","Italy","Number","Professional, business","1 night or over","Croatia","69,168","u"
"2018","Italy","Number","Professional, business","1 night or over","Slovenia","60,261","u"
"2018","Italy","Number","Professional, business","From 1 to 3 nights","Croatia","33,406","u"
"2018","Italy","Number","Professional, business","From 1 to 3 nights","Slovenia","49,512","u"
"2018","Italy","Number","Professional, business","4 nights or over","Croatia",":","c"
"2018","Italy","Number","Professional, business","4 nights or over","Slovenia",":","c"
"2018","Slovenia","Number","Total","1 night or over","Croatia","170,972",""
"2018","Slovenia","Number","Total","1 night or over","Slovenia","2,003,138",""
"2018","Slovenia","Number","Total","From 1 to 3 nights","Croatia","143,374",""
"2018","Slovenia","Number","Total","From 1 to 3 nights","Slovenia","1,663,965",""
"2018","Slovenia","Number","Total","4 nights or over","Croatia","27,598","u"
"2018","Slovenia","Number","Total","4 nights or over","Slovenia","339,172",""
"2018","Slovenia","Number","Personal reasons","1 night or over","Croatia","149,169",""
"2018","Slovenia","Number","Personal reasons","1 night or over","Slovenia","1,878,491",""
"2018","Slovenia","Number","Personal reasons","From 1 to 3 nights","Croatia","126,403",""
"2018","Slovenia","Number","Personal reasons","From 1 to 3 nights","Slovenia","1,560,193",""
"2018","Slovenia","Number","Personal reasons","4 nights or over","Croatia","22,766","u"
"2018","Slovenia","Number","Personal reasons","4 nights or over","Slovenia","318,298",""
"2018","Slovenia","Number","Professional, business","1 night or over","Croatia",":","c"
"2018","Slovenia","Number","Professional, business","1 night or over","Slovenia","124,647",""
"2018","Slovenia","Number","Professional, business","From 1 to 3 nights","Croatia",":","c"
"2018","Slovenia","Number","Professional, business","From 1 to 3 nights","Slovenia","103,772",""
"2018","Slovenia","Number","Professional, business","4 nights or over","Croatia",":","c"
"2018","Slovenia","Number","Professional, business","4 nights or over","Slovenia",":","c"
"2018","All countries of the world","Number","Total","1 night or over","Croatia","5,255,123",""
"2018","All countries of the world","Number","Total","1 night or over","Slovenia","5,190,839",""
"2018","All countries of the world","Number","Total","From 1 to 3 nights","Croatia","2,753,939",""
"2018","All countries of the world","Number","Total","From 1 to 3 nights","Slovenia","3,202,814",""
"2018","All countries of the world","Number","Total","4 nights or over","Croatia","2,501,184",""
"2018","All countries of the world","Number","Total","4 nights or over","Slovenia","1,988,025",""
"2018","All countries of the world","Number","Personal reasons","1 night or over","Croatia","4,331,636",""
"2018","All countries of the world","Number","Personal reasons","1 night or over","Slovenia","4,575,093",""
"2018","All countries of the world","Number","Personal reasons","From 1 to 3 nights","Croatia","2,191,826",""
"2018","All countries of the world","Number","Personal reasons","From 1 to 3 nights","Slovenia","2,754,087",""
"2018","All countries of the world","Number","Personal reasons","4 nights or over","Croatia","2,139,810",""
"2018","All countries of the world","Number","Personal reasons","4 nights or over","Slovenia","1,821,005",""
"2018","All countries of the world","Number","Professional, business","1 night or over","Croatia","923,487",""
"2018","All countries of the world","Number","Professional, business","1 night or over","Slovenia","615,746",""
"2018","All countries of the world","Number","Professional, business","From 1 to 3 nights","Croatia","562,113",""
"2018","All countries of the world","Number","Professional, business","From 1 to 3 nights","Slovenia","448,727",""
"2018","All countries of the world","Number","Professional, business","4 nights or over","Croatia","361,374",""
"2018","All countries of the world","Number","Professional, business","4 nights or over","Slovenia","167,019",""
